Email,Sender,DKIM,URL,Label
F8 - 61. No credit card_ You should open this!,1,1,1,0
F8 - 62. Go Annual + Save up to 16% on Zoom One Pro,1,1,1,0
F8 - 63. SPayLater Due Date Reminder,1,1,1,0
F8 - 64. FREE Krispy Kreme Doughnuts with your debit card!,1,1,1,0
F8 - 65. BPI Online login with GCASH Notification,1,1,1,0
"F8 - 66. Your Google Play Order Receipt from Nov 2, 2023",1,1,1,0
F8 - 67. Your Google One storage is 87% full,1,1,1,0
F8 - 68. Get started with Bard,1,1,1,0
69. You have apps approved and ready to use with Zoom,1,1,1,0
F8 - 70. Get 30% OFF on your next GrabCar ride! Use code RIDEAGAIN,1,1,1,0
F8 - 71. Up to 75% OFF ang living room tech ngayon!,1,1,1,0
F8 - 72. FLASH SALE l 20% OFF on DSA,1,1,1,0
F8 - 73. Your latest transactions,1,1,1,0
F8 - 74. This week's hottest products 🔥,1,1,0,0
F8 - 75. The Year of the Rabbit is coming!,1,1,1,0
F8 - 76. The Significance of Jesus Becoming a Man,1,1,1,0
F8 - 77. Thank you for choosing the New International Version,1,1,1,0
"F8 - 78. Hannah Grace, you’re getting noticed",1,1,1,0
F8 - 79. [GitHub] A third-party OAuth application has been added to your account,1,1,1,0
F8 - 80. Please share your experience with us.,1,1,1,0
F8 - 81. Info Session Confirmation,1,1,0,0
F8 - 82. Pre-approval at Bella Condotel @Wind Residences Taal view,1,1,0,0
F8 - 83. Tick-tock... Your Exclusive Black Friday Deal Awaits!,1,1,0,0
F8 - 84. Updates to our Terms and Policies,1,1,1,0
F8 - 85. Invitation to book Vilma’s place in Tagaytay,1,1,1,0
F8 - 86. SPayLater Due Date Reminder,1,1,1,0
F8 - 87. Interbank Funds Transfer Confirmation,1,1,1,0
F8 - 88. Mobile Key Activation,1,1,1,0
F8 - 89. Buy big right from home! 🏡 ,1,1,1,0
F8 - 90. Capstone Intel Corporation and others share their thoughts on LinkedIn,1,1,1,0
"F8 - 91. New jobs from your November 19, 2023 feed",1,1,0,0
F8 - 92. Hayden Brown and others share their thoughts on LinkedIn,1,1,0,0
F8 - 93. What’s your favourite social media channel_,1,1,0,0
F8 - 94. 1 easy fix so employers can connect,1,1,0,0
F8 - 95. You appeared in 2 searches,1,0,-1,1
F8 - 96. PETNET _ IT Intern Application & Interview Invitation,1,0,-1,1
F8 - 97. Subject_ Application Update for Internship Program at 1Devs PH,1,0,-1,1
F8 - 98. REQUIREMENTS FOLLOW-UP AND ONBOARDING DETAILS,1,0,-1,1
F8 - 99. INTERNS ONBOARDING-KNOWLES TI,1,0,-1,1
F8 - 100. Application for Internship Program,1,0,-1,1
F5 - 1670. You have won an 170 Piece Stanley Tool Set,1,0,-1,1
F5 -  1680. .Valores disponiveis Resgate agora,1,0,-1,1
"F5 - 1750. phishing@pot, Please verify ",1,0,-1,1
F5 - 1751. __'2ND~'ATTEMPT'~F0R' ~~*_,1,0,-1,1
F5 - 1752. 100% kostenlos und ohne Bedingungen,1,0,-1,1
F5 - 1753. an urgent question for you,1,0,-1,1
F5 -  1754. Bitcoin up +12.88% in the last 7d,1,1,-1,1
F5 - 1755. ___________C0NFIRMATI0N-53668*RLK~~~*___,1,0,-1,1
"F5 - 1756. congrats, you've been selected",1,0,-1,1
"F5 -  1757. congrats, you've been selected",1,0,-1,1
F5 - 1758. Final Notice Coming for a T-Mobile  $90 Offer  Consumer Rewards,1,0,-1,1
F5 - 1759. hurry up ! Rewards have arrived!,1,0,-1,1
F5 - 1760. Notice: Wholesale Survey Offer expiring soon!,1,0,-1,1
F5 -  1761. Memecoin by Memeland ($MEME) Airdrop,1,0,-1,1
F5 - 1762. Someone tried to Iog in To Your Account,1,0,-1,1
F5 -  1800. Virus detected on your device! Download now!,1,0,-1,1
F5 - 1801. Congratulations - Details Apply,1,0,-1,1
"F5 - 1809.  phishing@pot, Please verify ",1,0,0,1
F5 - 1810. Your Antivirus Subscription Has Expired This Is A Critical Issue That Requires Urgent Action Now!,1,1,0,1
"F5 - 1813. Dear Fund Beneficiary, 170",1,1,0,1
F5 - 1830. Your account has been flagged for unusual activity,1,0,-1,1
"F5 - 1855. Someone tried to Iog in To Your Account, User lD",1,0,-1,1
F5 - 1000. Binance Cybersecurity,1,0,0,1
"F5 - 1001. =?UTF-8?Q?=5BA=DC=BFl=DC=BFe=DC=BFrt=5D_Co=DC=BFnf?=
 =?UTF-8?Q?=DC=BFi=DC=BFrm_yo=DC=BFur_i=DC=BFnfo_is?=
 =?UTF-8?Q?_r=DC=BFeq=DC=BFuired=DC=BF_=5BC=DC=BFa?=
 =?UTF-8?Q?=DC=BFse_ID_153465=5D?=",1,1,0,1
F5 - 1005. #CRYPTO#,1,0,0,1
F5 - 1006. #rodrigofp: ARB Airdrop is now Live,1,1,0,1
F5 - 1007. Good news and rewards for the XRP Community,1,1,0,1
F5 - 1008. [IMPORTANT] Your wallet is temporary Disabled!,1,0,0,1
"F5 - 1009. COMPENSATION FUND OF $6,400,000.00 MILLION USD",1,0,-1,1
F5 - 1015. =?ISO-8859-1?Q?A=E7=E3o_Trabalhista_!?=,1,0,-1,1
"F5 - 1016. Attention:I am Diplomatic agent Mr.Wood Forest,",1,0,-1,1
F5 -  1017. [Binance] Withdraw Successful - 2023-07-30 51:51:51(UTC),1,0,-1,1
"F5 - 1018. =?utf-8?B?Q3LDqWRpdG8gSVIgTGliZXJhZG8gLSBtYUhTa2gwV0xSVUlw?=
	=?utf-8?B?RGY2dA==?=",1,0,-1,1
F5 - 1035. Microsoft account unusual signin activity,1,0,-1,1
F5 - 1040. 3nd attempt: You Are Our July Winner Ultimate Nonstick Cookware,1,0,0,1
F5 - 1045. Nehmen Sie an unserer Umfrage teil und gewinnen Sie ein Gutschein von Decathlon im Wert von 1.000 Euro.,1,1,0,1
F5 - 1046. Notice : Your Wallet is currently Suspended!,1,1,-1,1
F5 - 1049. 52Greetings to You my good friend,1,0,-1,1
F5 - 1050.  𝕀𝕙𝕣 𝕚ℂ𝕝𝕠𝕦𝕕-𝕊𝕡𝕖𝕚𝕔𝕙𝕖𝕣 𝕚𝕤𝕥 𝕧𝕠𝕝𝕝,1,0,-1,1
F5 - 1070. Verify Your Wallet Now to Ensure Safe and Smooth Access,1,1,0,1
F5 - 1095. Compliment of the season (Can you handle USD$87M?),1,0,-1,1
F5 - 1096. Corvo,1,0,-1,1
F5 - 1100. update your KYC on your profile,1,1,0,1
F5 - 1115. Personalisierte Prognose für schnellen Gewichtsverlust,1,1,0,1
F5 - 1119. PURE LOAN,1,1,0,1
F5 - 1120. Urgent: Verify Your Wallet to Prevent Suspension,1,1,-1,1
F5 - 1130. =?UTF-8?Q?=E2=9A=A0=EF=B8=8F_Urgent:_Verify_Your_Account_Now?=,1,1,0,1
F5 - 1142. #rodrigofp: USDT v2: Upgrading ERC-20 token,1,0,-1,1
F5 - 1150. =?UTF-8?Q?Aten=C3=A7=C3=A3o_Itau_-_fg46qFdZiRVH3jI?=,1,1,0,1
F5 - 1151. iuytdfgh,1,0,-1,1
F5 - 1165. Remainder : Invalid Billing Payment #4808-11142-22251 On August 23 2023,1,0,-1,1
F5 - 1166. _You're_on_our_List_,1,0,0,1
"F5 - 1168. Final warning
  - Action Required",1,1,0,1
F5 - 1169. Password Expiry Notification for phishing@pot,1,1,0,1
F5 - 1170. REF,1,1,0,1
F5 - 1171. INFO ,1,1,0,1
F5 - 1174. HELLO,1,1,0,1
F5 - 1185. #rodrigofp: stETH Airdrop,1,0,-1,1
F5 - 1186. Proton account shutdown *** Login now,1,1,0,1
F5 - 1187. *** Proton Account Shutdown ***,1,1,0,1
F5 - 1189. Check your document,1,0,0,1
F5 - 1190. Final Warning - Important Notification,1,1,0,1
F5 - 1191. Attention: Blocked Messages !!!,1,0,-1,1
F5 - 1192. phishing@pot has reached the quota limit,1,1,-1,1
F5 - 1194. Please answer me its very urgent,1,1,-1,1
F5 - 1195. Re: NEED YOUR HELP,1,1,0,1
F5 - 1198. Action Required: Password Expiry Notice!!!,1,1,0,1
F5 - 1199. THE PRIME,1,1,0,1
F5 - 1215. Unlocking Rewards: zkSync  Airdrop for Our Incredible Community!,1,1,-1,1
F5 - 1220. Fwd: Dear friend,1,1,-1,1
F5 - 1221. Confirm Your Subscription,1,1,0,1
F5 - 1222. USDT Withdrawal Request Received,1,1,-1,1
"F5 - 1224. Congratulations! Your wallet's hash value qualifies you for a claim of 34,900
 $ARB tokens in Block 18108002!",1,1,0,1
"F5 - 1225. Fw: Good Day , ----------From United Nation Economic (UN).",1,1,0,1
F5 - 1230. Action Required: Account Suspension Notification,1,1,0,1
"F5 - 1235. Fw: $200 in free bitcoins every hour! Multiply bitcoins 4,750x!",1,0,0,1
F5 - 1240. Fw: I wish to small talk;-) My propitious Sir Bland),1,0,0,1
"F5 - 1245. Fw: The 6 Best Ways To Easily Make Money on Swagbucks (paid out over
 $923 million until now)",1,0,0,1
F5 - 1265,1,0,-1,1
F5 - 1266. Order Confirmation Alert,1,0,0,1
F5 - 1267. Norton antivirus no. #4611QDS#,1,1,0,1
F5 - 1268. New protonmail.com Shared_Document_ 0DFDA1C6,1,0,-1,1
F5 - 1269. New Order from Indonesia,1,0,0,1
F5 - 1270. MSG-PSWD notice on,1,1,0,1
F5 - 1273. Easy. Secure. Built into iPhone.,1,1,0,1
F5 - 1274. Email: wpx@protonmail.com Rectification deactivation,1,1,-1,1
F5 - 1275. email list and database for sell,1,1,0,1
F5 - 1276. Final notice: garyb59@protonmail.com suspended!,1,0,-1,1
F5 - 1277. FW: Due Invoice Payment - protonmail.com - Wire Transfer Document,1,0,-1,1
F5 - 1278. Get Free UNI Tokens From The V4 Protocol Reward Program,1,0,-1,1
"F5 - 1279. Fw: New Statement : Your benefits are on hold due to a billing issue.
 September 7, 2023 Caseid#9564-525102",1,0,-1,1
F5 - 1280. Announcement* :   Withdraw Process is Authorized Now !!,1,0,-1,1
"F5 - 1300. Congratulations! Your wallet's hash value qualifies you for a claim of 34,900
 $ARB tokens in Block 18108002!",1,0,-1,1
F5 - 1360. =?utf-8?Q?[TrustWallet=20APP]=20Compliance=20Alert:=20Avoid=20Asset=20Freeze?=,1,0,-1,1
F5 - 1362. Case Success: Your Assets Are Approved,1,1,1,0
F5 - 1364. Final Reminder: Withdraw your funds today,1,1,0,0
"F5 - 1365. In re FTX Trading Ltd. =?UTF-8?B?4oCT?= Customer Claims Bar Date
 Reminder",1,1,0,0
F5 - 1372. =?utf-8?q?Action_Required=3A_Verify_your_Trust_Wallet_!?=,1,1,1,0
F5 - 1381. See What Everyone's Whispering About: Energy's Future,1,1,1,0
"F5 - 1395. Join the Talk, and... Well, There's a Surprise!",1,1,1,0
"F10-1, [COU SIGNING] DTI X Google Career Certification Program.eml",1,1,1,0
"F10-2, [EXTERNAL] Request for Consultation for Thesis Chapter 1-3.eml",1,1,1,0
"F10-3, [FINAL] for PRINTING - PPL Group3 Evaluation Sheet.eml",1,1,1,0
"F10-4, [Mnet Plus] 서비스 이용약관 개정 안내 _ Announcement of the revision of Mnet Plus Service Terms and Conditions.eml",1,1,1,0
"F10-5, [ONGOING] Sea the Future Ahead_ The Dive to Uncovering the Reality of CCIS Careers.eml",1,1,1,0
"F10-6,[rurulmbrttgd_pupcb-frontend] merge nyo to (PR #1).eml",1,1,1,0
"F10-7,[Taktyl Studios, Inc.] Pre- Screening - Game Developer Intern.eml",1,1,1,0
"F10-8,[UPCAT] UPCAT 2020 Test Permit Availability and Exam Details.eml",1,1,0,0
"F10-9,_📣 YouTube removed your content .eml",1,1,0,0
"F10-10, ⏰ Time management tips to boost productivity.eml",1,1,0,0
"F10-11, A Plague Tale_ Innocence from your Steam wishlist is now on sale!.eml",1,1,1,0
"F10-12, Activate Account.eml",1,1,0,0
"F10-13, Adobe Scan 03 Jan. 2023 (1) (1) (1).eml",1,1,1,0
"F10-14, Application for Internship Program.eml",1,1,1,0
"F10-15, Application for Intership Program (1)-capstone.eml",1,1,1,0
"F10-16, Application for Intership Program (2)-Affluent.eml",1,1,1,0
"F10-17, Application for Intership Program (3)- dev.eml",1,1,0,0
"F10-18, Application for Intership Program (4)-capstone.eml",1,1,1,0
"F10-19, Application Status for the 2021 Undergraduate Scholarships.eml",1,1,1,0
"F10-20, Applying for Student Assistant role.eml",1,1,1,0
"F10-21, August 99 Internship Opportunity.eml",1,1,1,0
"F10-22, BPI D.A.T.A. Wave Summit 2023 Reminders and Event Passes.eml",1,1,1,0
"F10-23, BSCS 3-2 Wrong announcement.eml",1,1,1,0
"F10-24, Buzzsprout Newsletter_ How Episode Numbers Impact SEO.eml",1,1,0,0
"F10-25, Career Fest 2023 Certificates.eml",1,1,1,0
"F10-26, Collect Stars Any Way You Pay ⭐.eml",1,1,1,0
"F10-27, Connection Starts Here.eml",1,1,1,0
"F10-28, Data science projects that must be on your resume...eml",1,1,1,0
"F10-29, Did we do well_.eml",1,1,1,0
"F10-30, Doc May 04 2021 23.35.pdf.eml",1,1,1,0
"F10-31, Document shared with you_ _Boundless Rivalry_ Makati and Taguig's Territorial Dispute for Bonifacio Global City_.eml",1,1,0,0
"F10-32, Document shared with you_ _Event Proposal SY. 2023-2024_.eml",1,1,1,0
"F10-33, Don't Miss the Chance_ Job Opportunities at Tech Mahindra.eml",1,1,0,0
"F10-34, DON'T MISS THIS OUT! ALORICA UPDATES.eml",1,1,0,0
"F10-35, Due tomorrow_ _Final PL Documentation with Lexical Analyzer Software_.eml",1,1,1,0
"F10-36, Due tomorrow_ _Online Class Agreement Form_.eml",1,1,1,0
"F10-37, Erica Joy Cavaneyro _ QA Intern.eml",1,1,1,0
"F10-38, Erica Joy, October is Cybersecurity Awareness month. Strengthen your account's security with the following tips..eml",1,1,1,0
"F10-39, Erica, you can't miss these courses for Computer Science Engineering (CSE) 👀.eml",1,1,1,0
"F10-40, eti.eml",1,1,0,0
"F10-41, file.pdf.eml",1,1,0,0
"F10-42, Folder shared with you_ _11.24 John Carlo Cavaneyro_.eml",1,1,0,0
"F10-43, Folder shared with you_ _OJT Documents_.eml",1,1,1,0
"F10-44, Get creative this semester.eml",1,1,0,0
"F10-45, GForest, your tree-planting partner!.eml",1,1,1,0
"F10-46, Hours left! Use your coupon now!.eml",1,1,0,0
"F10-47, IG post.eml",1,1,1,0
"F10-48, Inquiry About Online Dermatology Consultation Services (1).eml",1,1,1,0
"F10-49, Inquiry About Online Dermatology Consultation Services.eml",1,1,0,0
"F10-50, Inquiry at Backpackers’ Fully Furnish Home. No Parking Space for Jul 3 - 4, 2023.eml",1,1,1,0
"F10-51, Invitation for Internship at 1Devs PH.eml",1,1,1,0
"F10-52, Invitation to DataHack Summit 2023_ Dive into the Future of AI.eml",1,1,1,0
"F10-53, Invitation_ Interview for Internship- Erica Joy Cavaneyro @ Tue Aug 15, 2023 5pm - 6pm (PST) (cavaneyroericajoysarilan@gmail.com).eml",1,1,1,0
"F10-54, JOB OPPORTUNITIES AT TECH MAHINDRA.eml",1,1,1,0
"F10-55, JoyRide Superapp Notification [462586] Order ID 12303314701148799.eml",1,1,1,0
"F10-56, Kumusta_ (1).eml",1,1,1,0
"F10-57, Kumusta_.eml",1,1,1,0
"F10-58, LANDBANK iAccess Inactive Account.eml",1,1,1,0
"F10-59, Let’s FIBER-FASTRACK YOUR APPLICATION.eml",1,1,0,0
"F10-60, Let’sFIBER-FASTRACK YOUR APPLICATION.eml",1,1,1,0
"F10-61, Limited time offer_ $1 unlocks unlimited opportunities.eml",1,1,0,0
"F10-62, Member Access_ Nike Air Max 1 '86 OG Golf 'Black_White'.eml",1,1,1,0
"F10-63, Member Exclusive Access_ BLACKPINK + Starbucks Tumblers!.eml",1,1,1,0
"F10-64,Meracle L Bruce replied to a comment on _Blue Purple Retro Illustration Word Puzzle Game Presentation_.eml",1,1,1,0
"F10-65, Message from McDonald's PH.eml",1,1,1,0
"F10-66, Move in form.eml",1,1,1,0
"F10-67, New device login detected.eml",1,1,1,0
"F10-68, New Device Login.eml",1,1,1,0
"F10-69, New login to Instagram from Instagram on Apple iPhone.eml",1,1,1,0
"F10-70, New material_ _REMEDIAL FINAL EXAM PART 1_.eml",1,1,1,0
"F10-71, Ninja Van has successfully delivered your parcel SEBG1057373697238929408.eml",1,1,1,0
"F10-72, Notifications & Updates for You_ Using k-Nearest Neighbors (kNN) in Python.eml",1,1,0,0
"F10-73, NumPy, AI and Data Science_ How to get hired by the world’s best companies.eml",1,1,1,0
"F10-74, OJT Application Form.eml",1,1,1,0
"F10-75, Order Confirmation for Women in AI - Engage USA - Artificial Intelligence and Gender Bias.eml",1,1,0,0
"F10-76, Payment Reminder.eml",1,1,1,0
"F10-77, Please verify your email address.eml",1,1,1,0
"F10-78, Power Spike ‘23 Anniversary is Back On!.eml",1,1,1,0
"F10-79, Print.eml",1,1,1,0
"F10-80, PUP Client Satisfaction Survey.eml",1,1,0,0
"F10-81, PyCharm 2023.2 Is Out! See What’s Inside ➡️🤩.eml",1,1,0,0
"F10-82, Request for Move Out July 8, 2023.eml",1,1,1,0
"F10-83, Request for PhishTector paper.eml",1,1,1,0
"F10-84, Request for Research Dataset (1).eml",1,1,1,0
"F10-85, Request for Research Dataset (2).eml",1,1,0,0
"F10-86, Request for Research Dataset (3).eml",1,1,1,0
"F10-87, Resident ID Application.eml",1,1,1,0
"F10-88, Resume.eml",1,1,0,0
"F10-89, rurulmbrttgd invited you to rurulmbrttgd_pupcb-frontend.eml",1,1,1,0
"F10-90, Save on these pay-yay must-haves.eml",1,1,1,0
"F10-91, Starbucks Registration Verification.eml",1,1,1,0
"F10-92, Thank you for participating!.eml",1,1,1,0
"F10-93, Transform your Media with Cloudinary.eml",1,1,1,0
"F10-94, Update on your StrawPoll.eml",1,0,-1,1
"F10-95, Walang dumating na mensahe.eml",1,0,-1,1
"F10-96, Welcome to Looker Studio.eml",1,0,-1,1
"F10-97, We've made it easier for you. 📧.eml",1,0,0,1
"F10-98, 📄 _HOTEL MANAGEMENT INFORMATION SYSTEM PROJECT FINAL_ by Gideon Babatunde.eml",1,0,-1,1
"F10-99, 📄 _Online Dormitory Reservation System_ by Ramata Tesfa.eml",1,0,-1,1
F10-100. 휴면 계정 전환 예정 안내 _ Notice of Dormant Account Transition Schedule.eml,1,0,-1,1
"F9 -1, phishing0 - 0.eml",1,0,-1,1
"F9 -2, phishing0 - 1.eml",1,0,-1,1
"F9 -3, phishing0 - 10.eml",1,0,-1,1
"F9 -4, phishing0 - 100.eml",1,0,-1,1
"F9 -5, phishing0 - 101.eml",1,0,-1,1
"F9 -6, phishing0 - 102.eml",1,0,-1,1
"F9 -7, phishing0 - 103.eml",1,0,-1,1
"F9 -8, phishing0 - 104.eml",1,0,-1,1
"F9 -9, phishing0 - 105.eml",1,0,-1,1
"F9 -10, phishing0 - 106.eml",1,0,-1,1
"F9 -11, phishing0 - 107.eml",1,0,-1,1
"F9 -12, phishing0 - 108.eml",1,0,-1,1
"F9 -13, phishing0 - 109.eml",1,0,-1,1
"F9 -14, phishing0 - 110.eml",1,0,-1,1
"F9 -15, phishing0 - 111.eml",1,0,-1,1
"F9 -16, phishing0 - 112.eml",1,0,-1,1
"F9 -17, phishing0 - 113.eml",1,0,-1,1
"F9 -18, phishing0 - 114.eml",1,0,-1,1
"F9 -19, phishing0 - 115.eml",1,0,-1,1
"F9 -20, phishing0 - 116.eml",1,0,-1,1
"F9 -21, phishing0 - 117.eml",1,0,-1,1
"F9 -22, phishing0 - 118.eml",1,0,-1,1
"F9 -23, phishing0 - 119.eml",1,0,-1,1
"F9 -24, phishing0 - 120.eml",1,0,-1,1
"F9 -25, phishing0 - 121.eml",1,0,-1,1
"F9 -26, phishing0 - 122.eml",1,0,-1,1
"F9 -27, phishing0 - 123.eml",1,0,-1,1
"F9 -28, phishing0 - 124.eml",1,0,-1,1
"F9 -29, phishing0 - 125.eml",1,0,-1,1
"F9 -30, phishing0 - 126.eml",1,0,-1,1
"F9 -31, phishing0 - 127.eml",1,0,-1,1
"F9 -32, phishing0 - 128.eml",1,0,-1,1
"F9 -33, phishing0 - 129.eml",1,0,-1,1
"F9 -34, phishing0 - 130.eml",1,0,-1,1
"F9 -35, phishing0 - 131.eml",1,0,-1,1
"F9 -36, phishing0 - 132.eml",1,0,-1,1
"F9 -37, phishing0 - 133.eml",1,0,-1,1
"F9 -38, phishing0 - 134.eml",1,0,-1,1
"F9 -39, phishing0 - 135.eml",1,0,-1,1
"F9 -40, phishing0 - 136.eml",1,0,-1,1
"F9 -41, phishing0 - 137.eml",1,0,-1,1
"F9 -42, phishing0 - 138.eml",1,0,-1,1
"F9 -43, phishing0 - 139.eml",1,0,-1,1
"F9 -44, phishing0 - 140.eml",1,0,-1,1
"F9 -45, phishing0 - 141.eml",1,0,-1,1
"F9 -46, phishing0 - 142.eml",1,0,-1,1
"F9 -47, phishing0 - 143.eml",1,0,-1,1
"F9 -48, phishing0 - 144.eml",1,0,-1,1
"F9 -49, phishing0 - 145.eml",1,0,-1,1
"F9 -50, phishing0 - 146.eml",1,0,-1,1
"F9 -51, phishing0 - 147.eml",1,0,-1,1
"F9 -52, phishing0 - 148.eml",1,0,-1,1
"F9 -53, phishing0 - 149.eml",1,0,-1,1
"F9 -54, phishing0 - 150.eml",1,0,-1,1
"F9 -55, phishing0 - 151.eml",1,0,-1,1
"F9 -56, phishing0 - 152.eml",1,0,-1,1
"F9 -57, phishing0 - 153.eml",1,0,-1,1
"F9 -58, phishing0 - 154.eml",1,0,-1,1
"F9 -59, phishing0 - 155.eml",1,0,-1,1
"F9 -60, phishing0 - 156.eml",1,0,-1,1
"F9 -61, phishing0 - 157.eml",1,0,-1,1
"F9 -62, phishing0 - 158.eml",1,0,-1,1
"F9 -63, phishing0 - 159.eml",1,0,-1,1
"F9 -64, phishing0 - 160.eml",1,0,-1,1
"F9 -65, phishing0 - 161.eml",1,0,-1,1
"F9 -66, phishing0 - 162.eml",1,0,-1,1
"F9 -67, phishing0 - 163.eml",1,0,-1,1
"F9 -68, phishing0 - 164.eml",1,0,-1,1
"F9 -69, phishing0 - 165.eml",1,0,-1,1
"F9 -70, phishing0 - 166.eml",1,0,-1,1
"F9 -71, phishing0 - 167.eml",1,0,-1,1
"F9 -72, phishing0 - 168.eml",1,0,-1,1
"F9 -73, phishing0 - 169.eml",1,0,-1,1
"F9 -74, phishing0 - 170.eml",1,0,-1,1
"F9 -75, phishing0 - 171.eml",1,0,-1,1
"F9 -76, phishing0 - 172.eml",1,0,-1,1
"F9 -77, phishing0 - 173.eml",1,0,-1,1
"F9 -78, phishing0 - 174.eml",1,0,-1,1
"F9 -79, phishing0 - 175.eml",1,0,-1,1
"F9 -80, phishing0 - 176.eml",1,0,-1,1
"F9 -81, phishing0 - 177.eml",1,0,-1,1
"F9 -82, phishing0 - 178.eml",1,0,-1,1
"F9 -83, phishing0 - 179.eml",1,0,-1,1
"F9 -84, phishing0 - 180.eml",1,0,-1,1
"F9 -85, phishing0 - 181.eml",1,0,-1,1
"F9 -86, phishing0 - 182.eml",1,0,-1,1
"F9 -87, phishing0 - 183.eml",1,0,-1,1
"F9 -88, phishing0 - 184.eml",1,0,-1,1
"F9 -89, phishing0 - 185.eml",1,0,-1,1
"F9 -90, phishing0 - 186.eml",1,0,-1,1
"F9 -91, phishing0 - 187.eml",1,0,-1,1
"F9 -92, phishing0 - 188.eml",1,0,-1,1
"F9 -93, phishing0 - 189.eml",1,0,-1,1
"F9 -94, phishing0 - 190.eml",1,1,1,0
"F9 -95, phishing0 - 191.eml",1,1,1,0
"F9 -96, phishing0 - 192.eml",1,1,1,0
"F9 -97, phishing0 - 193.eml",1,1,1,0
"F9 -98, phishing0 - 194.eml",1,1,0,0
"F9 -99, phishing0 - 195.eml",1,1,1,0
"F9 -100, phishing0 - 196.eml",1,1,0,0
F12 - 1 - I have a GTX 1650 Ti 4GB with 8GB RAM. Is it safe to upgrade my RAM to 16GB_ Will there be too much load on my graphics card_ What benefits will I..._.eml,1,1,0,0
F12 - 2 - Enhance Your Trading with Binance Markets Overview.eml,1,1,1,0
F12 - 3 - Continue where you left off with ExpressVPN.eml,1,1,1,0
F12 - 4 - Important Updates to Our Privacy Statement and Terms of Service.eml,1,1,1,0
F12 - 5 - TREE ALERT_ You Can Plant Coffee Trees Again!.eml,1,1,1,0
"F12 - 6 - Access curated offers and apps from Adobe, Amazon, Miro, and more.eml",1,1,1,0
F12 - 7 -Earn up to 15% on your UpSave_GSave account! No cap..eml,1,1,1,0
"F12 - 8 - Organize, update, and enrich assets at scale with MediaFlows",1,1,1,0
F12 - 9 - 🥳 Claim Binance Points & Solve Daily Puzzles in Word of the Day!.eml,1,1,1,0
F12 - 10 - Member Access_ Air Jordan 3 'Fear'.eml,1,1,1,0
F12 - 11 - How do you like GCrypto_ 🤔,1,1,1,0
F12 - 12 - Your trial has ended,1,1,1,0
F12 - 13 - Your MongoDB Atlas M0 cluster will be automatically paused in 7 days,1,1,1,0
F12 - 14 - Sulit Sweldo Sale! Get 100% Free Shipping and Up to P500 OFF!!🤩,1,1,1,0
F12 - 15 - Your account has been disabled!,1,1,1,0
F12 - 16 - Ron，Major Update Released - Dive Back into Farlight 84!,1,1,1,0
F12 - 17 - RESERVE __ Nike LeBron XXI EP 'Tahitian',1,1,1,0
F12 - 18 - Expiring tonight_ 30% off Premium,1,1,1,0
F12 - 19 - Ready for the Secret Ingredient to Job Success_,1,1,1,0
"F12 - 20 - Dear inaanak Ronald, here’s ₱50 for you 👉",1,1,1,0
"F12 - 21 - Dear Ronald, did you enjoy the ₱50 treat, inaanak_",1,1,1,0
F12 - 22 - SNKRS Launch_ Air Jordan 1 High OG 'Royal Re-Imagined',1,1,1,0
"F12 - 23 - New_ Plagiarism detection in Docs, Word, and more!",1,1,1,0
F12 - 24 - Coming Soon_ 11.11 Sale,1,1,1,0
"F12 - 25 - _hire Indian_, _TaskSay_ and 3 other boards inspired by your recent activity",1,1,1,0
F12 - 26 - Vouchers = savings. 💰,1,1,1,0
F12 - 27 - 11.11 Sale_ Cop Your Fave Iconic Nike kicks,1,1,0,0
F12 - 28 - Your grand pasko prizes await! 😱 🎄,1,1,1,0
F12 - 29 - SNKRS_ Your Weekly Drops,1,1,1,0
F12 - 30 - Your grand pasko prizes await! 😱 🎄,1,1,1,0
"F12 - 31 - Get as much as ₱2,000 off on the Galaxy A Series!",1,1,1,0
"F12 - 32 - Ronald, Claim your Creately Premium Account today!",1,1,0,0
F12 - 33 - SNKRS Launch_ Air Force 1 Mid x Off-White™ 'White and Varsity Maize',1,1,1,0
F12 - 34 - GCrypto Official Telegram Channel Invitation,1,1,1,0
F12 - 35 - 11.11 Sale_ Up to 60% Off Sale Items ✨✨✨,1,1,1,0
"F12 - 36 - Mr, you have a good eye",1,1,1,0
F12 - 37 - 11.11 Sale Ends Soon 🛒 ⏰,1,1,1,0
"F12 - 38 - Psst, it's 11.11 time📣Everything on sale!🛍️",1,1,1,0
"F12 - 39 - Yay, GForest Green Heroes are now 15M!",1,1,1,0
F12 - 40 - Save up and stock up with pandamart. 🛒,1,1,1,0
F12 - 41 - Alan Gibson and others share their thoughts on LinkedIn,1,1,1,0
F12 - 42 - SNKRS_ Your Weekly Drops,1,1,1,0
"F12 - 43 - Ronald Lambert, don’t miss out on exclusive discounts!",1,1,1,0
F12 - 44 - NASA Mars Exploration Newsletter_ November 2023,1,1,1,0
F12 - 45 - Two NetAcad.com Planned Maintenance Periods,1,1,1,0
F12 - 46 - Jordan Presents 'BEYOND',1,1,1,0
"F12 - 47 - Mr, you have a good eye",1,1,1,0
F12 - 48 - Earn up to 15% on your UpSave_GSave account! No cap.,1,1,1,0
"F12 - 49 - Dear inaanak Ronald, here’s ₱50 for you 👉",1,1,1,0
